0.05,7.296,1.321204,2.393479,0.2261196,0.03757847,-0.9600992,0.1602107
0.1,7.294435,1.321215,2.394497,0.2261192,0.0375784,-0.9600992,0.1602107
0.15,7.291821,1.321235,2.396193,0.2261175,0.03757813,-0.9600997,0.1602106
0.2,7.288157,1.321262,2.398566,0.2261129,0.03757739,-0.9601008,0.1602104
0.25,7.283436,1.321296,2.401612,0.2261033,0.03757582,-0.9601032,0.1602101
0.3,7.277658,1.321337,2.405321,0.2260858,0.03757297,-0.9601076,0.1602094
0.35,7.270817,1.321384,2.409688,0.2260569,0.03756827,-0.9601147,0.1602083
0.4,7.262906,1.321437,2.414706,0.2260126,0.03756105,-0.9601257,0.1602066
0.45,7.253922,1.321496,2.42036,0.2259481,0.03755055,-0.9601417,0.1602041
0.5000001,7.243855,1.32156,2.426643,0.2258581,0.03753589,-0.960164,0.1602007
0.5500001,7.233301,1.321624,2.433168,0.2257437,0.03751726,-0.9601924,0.1601963
0.6000001,7.222719,1.321686,2.439648,0.2256085,0.03749525,-0.9602259,0.1601911
0.6500001,7.212109,1.321746,2.446083,0.2254526,0.03746986,-0.9602645,0.1601851
0.7000001,7.201472,1.321803,2.452472,0.2252759,0.03744109,-0.9603083,0.1601783
0.7500001,7.190804,1.321857,2.458817,0.2250783,0.03740892,-0.9603571,0.1601707
0.8000001,7.180109,1.32191,2.465116,0.22486,0.03737337,-0.960411,0.1601623
0.8500001,7.169387,1.321959,2.471369,0.2246208,0.03733442,-0.96047,0.1601532
0.9000002,7.158638,1.322007,2.477576,0.2243609,0.03729209,-0.960534,0.1601431
0.9500002,7.147861,1.322052,2.483736,0.2240801,0.03724637,-0.9606032,0.1601323
1,7.137058,1.322095,2.48985,0.2237784,0.03719725,-0.9606773,0.1601206
1.05,7.126228,1.322135,2.495917,0.2234559,0.03714473,-0.9607565,0.1601081
1.1,7.115371,1.322173,2.501937,0.2231125,0.03708882,-0.9608407,0.1600949
1.15,7.104485,1.322209,2.507911,0.2227482,0.0370295,-0.9609299,0.1600807
1.2,7.093572,1.322242,2.513838,0.222363,0.03696677,-0.961024,0.1600657
1.25,7.082633,1.322273,2.519718,0.221957,0.03690065,-0.961123,0.1600499
1.3,7.071667,1.322302,2.525551,0.22153,0.03683112,-0.9612269,0.1600333
1.35,7.060676,1.322328,2.531335,0.2210821,0.03675819,-0.9613357,0.1600158
1.4,7.049657,1.322352,2.537072,0.2206134,0.03668186,-0.9614494,0.1599974
1.45,7.038614,1.322374,2.542761,0.2201238,0.03660214,-0.9615678,0.1599782
1.5,7.027542,1.322393,2.548403,0.2196131,0.03651898,-0.9616911,0.1599582
1.55,7.016444,1.32241,2.553997,0.2190817,0.03643243,-0.9618191,0.1599372
1.6,7.00532,1.322424,2.559542,0.2185293,0.03634248,-0.9619519,0.1599154
1.649999,6.994171,1.322437,2.565039,0.217956,0.03624913,-0.9620891,0.1598928
1.699999,6.982997,1.322447,2.570487,0.2173618,0.03615237,-0.9622311,0.1598692
1.749999,6.971797,1.322455,2.575886,0.2167468,0.03605222,-0.9623776,0.1598447
1.799999,6.960573,1.32246,2.581237,0.2161109,0.03594868,-0.9625288,0.1598194
1.849999,6.949324,1.322464,2.586538,0.2154542,0.03584173,-0.9626842,0.1597931
1.899999,6.938047,1.322465,2.591791,0.2147764,0.03573136,-0.9628443,0.1597659
1.949999,6.926746,1.322464,2.596995,0.2140779,0.03561761,-0.9630088,0.1597379
1.999999,6.91542,1.322461,2.60215,0.2133585,0.03550047,-0.9631775,0.1597089
2.049999,6.90407,1.322455,2.607255,0.2126184,0.03537993,-0.9633506,0.159679
2.099999,6.892696,1.322447,2.61231,0.2118574,0.03525602,-0.9635279,0.1596481
2.149999,6.881298,1.322437,2.617315,0.2110757,0.03512872,-0.9637093,0.1596163
2.199999,6.869876,1.322425,2.622271,0.2102733,0.03499805,-0.9638948,0.1595835
2.249999,6.858428,1.322411,2.627178,0.2094499,0.03486396,-0.9640846,0.1595498
2.299999,6.846955,1.322395,2.632035,0.2086058,0.03472651,-0.9642783,0.1595152
2.349999,6.83546,1.322376,2.636841,0.2077411,0.03458568,-0.9644759,0.1594795
2.399999,6.823941,1.322356,2.641598,0.2068557,0.0344415,-0.9646774,0.1594429
2.449999,6.812399,1.322333,2.646303,0.2059496,0.03429395,-0.9648827,0.1594053
2.499999,6.800835,1.322308,2.650959,0.2050231,0.03414305,-0.9650917,0.1593667
2.549999,6.789247,1.322281,2.655563,0.2040759,0.03398881,-0.9653044,0.1593271
2.599999,6.777635,1.322252,2.660118,0.203108,0.03383118,-0.9655208,0.1592865
2.649999,6.765999,1.322221,2.664623,0.2021196,0.03367022,-0.9657407,0.1592448
2.699999,6.754342,1.322188,2.669076,0.2011108,0.03350592,-0.965964,0.1592022
2.749999,6.742663,1.322153,2.673479,0.2000815,0.03333831,-0.9661908,0.1591585
2.799999,6.730961,1.322116,2.67783,0.1990319,0.03316737,-0.9664207,0.1591137
2.849998,6.719238,1.322077,2.682131,0.197962,0.03299313,-0.9666539,0.159068
2.899998,6.707491,1.322036,2.686381,0.1968715,0.03281554,-0.9668903,0.1590211
2.949998,6.695722,1.321993,2.69058,0.1957608,0.03263465,-0.9671299,0.1589732
2.999998,6.683932,1.321949,2.694728,0.19463,0.03245048,-0.9673724,0.1589242
3.049998,6.672121,1.321902,2.698825,0.193479,0.03226303,-0.9676177,0.1588741
3.099998,6.660289,1.321853,2.70287,0.1923079,0.03207231,-0.9678658,0.1588229
3.149998,6.648437,1.321803,2.706864,0.1911169,0.03187834,-0.9681167,0.1587707
3.199998,6.636564,1.32175,2.710806,0.1899059,0.03168112,-0.9683703,0.1587173
3.249998,6.624668,1.321696,2.714698,0.1886748,0.0314806,-0.9686263,0.1586628
3.299998,6.612752,1.32164,2.718538,0.1874238,0.03127686,-0.9688849,0.1586071
3.349998,6.600816,1.321583,2.722327,0.1861531,0.0310699,-0.9691458,0.1585504
3.399998,6.58886,1.321523,2.726064,0.1848626,0.03085973,-0.9694089,0.1584924
3.449998,6.576885,1.321462,2.729749,0.1835526,0.03064638,-0.9696742,0.1584333
3.499998,6.564888,1.321399,2.733383,0.1822229,0.0304298,-0.9699417,0.1583731
3.549998,6.552872,1.321334,2.736966,0.1808736,0.03021005,-0.970211,0.1583117
3.599998,6.540836,1.321268,2.740497,0.179505,0.02998714,-0.9704823,0.1582491
3.649998,6.528782,1.3212,2.743976,0.1781171,0.02976108,-0.9707554,0.1581853
3.699998,6.516709,1.321131,2.747403,0.17671,0.0295319,-0.9710301,0.1581203
3.749998,6.504618,1.32106,2.750778,0.1752838,0.02929962,-0.9713063,0.1580541
3.799998,6.492509,1.320987,2.754102,0.1738387,0.02906424,-0.971584,0.1579867
3.849998,6.480379,1.320913,2.757375,0.1723743,0.02882572,-0.9718632,0.1579181
3.899997,6.468231,1.320837,2.760595,0.1708911,0.02858414,-0.9721435,0.1578482
3.949997,6.456066,1.32076,2.763764,0.1693892,0.02833952,-0.9724251,0.1577771
3.999997,6.443883,1.320681,2.766881,0.1678688,0.02809187,-0.9727076,0.1577047
4.049997,6.431683,1.320601,2.769947,0.1663298,0.0278412,-0.9729911,0.1576311
4.099998,6.419463,1.32052,2.772961,0.1647722,0.02758748,-0.9732754,0.1575562
4.149998,6.407227,1.320437,2.775923,0.1631962,0.02733079,-0.9735605,0.1574801
4.199998,6.394974,1.320353,2.778834,0.1616022,0.02707115,-0.9738462,0.1574026
4.249998,6.382705,1.320268,2.781693,0.1599903,0.02680858,-0.9741322,0.1573239
4.299998,6.370419,1.320181,2.7845,0.1583605,0.0265431,-0.9744186,0.1572439
4.349998,6.358118,1.320093,2.787256,0.1567129,0.02627473,-0.9747054,0.1571626
4.399999,6.345798,1.320004,2.78996,0.1550474,0.02600344,-0.9749923,0.15708
4.449999,6.333463,1.319914,2.792613,0.1533645,0.0257293,-0.9752793,0.1569961
4.499999,6.321112,1.319822,2.795214,0.1516642,0.02545235,-0.975566,0.1569108
4.549999,6.308746,1.31973,2.797764,0.1499469,0.0251726,-0.9758527,0.1568242
4.599999,6.296365,1.319636,2.800262,0.1482125,0.02489007,-0.976139,0.1567363
4.65,6.283967,1.319541,2.80271,0.1464609,0.02460474,-0.9764249,0.1566471
4.7,6.271554,1.319446,2.805106,0.1446927,0.0243167,-0.9767102,0.1565565
4.75,6.259128,1.319349,2.807451,0.1429079,0.02402596,-0.9769949,0.1564645
4.8,6.246687,1.319252,2.809744,0.1411068,0.02373256,-0.9772787,0.1563713
4.85,6.234232,1.319154,2.811986,0.1392896,0.02343654,-0.9775617,0.1562766
4.900001,6.221761,1.319054,2.814178,0.1374561,0.02313784,-0.9778436,0.1561806
4.950001,6.209277,1.318954,2.816319,0.1356068,0.02283657,-0.9781244,0.1560832
5.000001,6.196779,1.318854,2.818409,0.1337418,0.02253276,-0.9784039,0.1559845
5.050001,6.184269,1.318752,2.820447,0.1318615,0.02222644,-0.9786821,0.1558844
5.100001,6.171743,1.31865,2.822436,0.1299656,0.02191757,-0.9789588,0.1557829
5.150002,6.159204,1.318548,2.824374,0.1280547,0.02160627,-0.9792339,0.15568
5.200002,6.146654,1.318445,2.826261,0.126129,0.02129255,-0.9795071,0.1555758
5.250002,6.13409,1.318341,2.828098,0.1241888,0.02097646,-0.9797786,0.1554701
5.300002,6.121515,1.318237,2.829885,0.1222342,0.02065802,-0.9800482,0.1553631
5.350002,6.108926,1.318132,2.831621,0.1202651,0.02033722,-0.9803156,0.1552548
5.400002,6.096325,1.318027,2.833308,0.1182822,0.02001416,-0.9805808,0.155145
5.450003,6.083714,1.317922,2.834944,0.1162855,0.01968887,-0.9808437,0.1550339
5.500003,6.07109,1.317816,2.836531,0.1142756,0.0193614,-0.9811043,0.1549214
5.550003,6.058454,1.317711,2.838068,0.112252,0.01903172,-0.9813623,0.1548075
5.600003,6.045807,1.317605,2.839556,0.1102157,0.01869995,-0.9816176,0.1546922
5.650003,6.03315,1.317499,2.840993,0.1081667,0.01836611,-0.9818702,0.1545756
5.700004,6.020482,1.317392,2.842382,0.1061054,0.01803027,-0.9821199,0.1544576
5.750004,6.007804,1.317286,2.843721,0.104032,0.01769245,-0.9823665,0.1543383
5.800004,5.995114,1.317181,2.845012,0.1019464,0.01735263,-0.9826102,0.1542176
5.850004,5.982415,1.317075,2.846253,0.09984934,0.01701095,-0.9828506,0.1540955
5.900004,5.969707,1.316969,2.847446,0.09774116,0.01666745,-0.9830877,0.1539721
5.950005,5.956986,1.316864,2.848591,0.09562161,0.01632209,-0.9833215,0.1538474
6.000005,5.944257,1.316759,2.849687,0.0934915,0.01597502,-0.9835517,0.1537213
6.050005,5.93152,1.316654,2.850735,0.09135114,0.01562626,-0.9837783,0.1535939
6.100005,5.918773,1.31655,2.851735,0.08920085,0.01527589,-0.9840012,0.1534653
6.150005,5.906016,1.316446,2.852687,0.0870405,0.01492388,-0.9842203,0.1533353
6.200006,5.893251,1.316343,2.853591,0.08487096,0.01457036,-0.9844355,0.153204
6.250006,5.880478,1.316241,2.854449,0.08269255,0.0142154,-0.9846467,0.1530714
6.300006,5.867698,1.316139,2.855258,0.08050559,0.01385903,-0.9848537,0.1529376
6.350006,5.854908,1.316038,2.856021,0.07831006,0.01350127,-0.9850567,0.1528026
6.400006,5.84211,1.315939,2.856737,0.07610676,0.01314224,-0.9852553,0.1526663
6.450006,5.829306,1.31584,2.857407,0.07389603,0.01278199,-0.9854496,0.1525288
6.500007,5.816492,1.315742,2.85803,0.07167786,0.01242053,-0.9856395,0.1523901
6.550007,5.803672,1.315645,2.858607,0.06945319,0.012058,-0.9858249,0.1522502
6.600007,5.790846,1.31555,2.859138,0.06722235,0.01169447,-0.9860057,0.1521092
6.650007,5.778012,1.315456,2.859623,0.06498539,0.01132993,-0.9861819,0.151967
6.700007,5.765172,1.315364,2.860063,0.0627431,0.01096452,-0.9863532,0.1518237
6.750008,5.752326,1.315273,2.860458,0.06049602,0.01059833,-0.9865198,0.1516794
6.800008,5.739472,1.315183,2.860808,0.05824411,0.01023134,-0.9866815,0.1515339
6.850008,5.726613,1.315096,2.861114,0.0559884,0.009863735,-0.9868383,0.1513874
6.900008,5.713747,1.31501,2.861375,0.05372874,0.009495481,-0.9869902,0.1512399
6.950008,5.700875,1.314926,2.861592,0.05146617,0.009126749,-0.987137,0.1510915
7.000009,5.688,1.314845,2.861766,0.04920123,0.008757624,-0.9872786,0.150942
7.050009,5.675118,1.314765,2.861896,0.04693409,0.008388137,-0.9874151,0.1507917
7.100009,5.662232,1.314688,2.861983,0.0446657,0.008018445,-0.9875466,0.1506405
7.150009,5.64934,1.314613,2.862028,0.04239612,0.007648553,-0.9876727,0.1504884
7.200009,5.636444,1.314541,2.86203,0.04012637,0.00727863,-0.9877936,0.1503355
7.25001,5.623545,1.314472,2.86199,0.03785712,0.006908783,-0.9879091,0.1501818
7.30001,5.61064,1.314405,2.861908,0.03558846,0.006539031,-0.9880195,0.1500275
7.35001,5.597733,1.314342,2.861785,0.03332151,0.006169552,-0.9881244,0.1498724
7.40001,5.58482,1.314281,2.861622,0.0310565,0.005800387,-0.9882241,0.1497167
7.45001,5.571905,1.314224,2.861418,0.02879455,0.005431713,-0.9883183,0.1495605
7.50001,5.558986,1.314171,2.861173,0.02653587,0.005063572,-0.9884072,0.1494036
7.550011,5.546064,1.314121,2.86089,0.02428165,0.004696152,-0.9884907,0.1492463
7.600011,5.533138,1.314074,2.860567,0.02203218,0.004329507,-0.9885689,0.1490886
7.650011,5.520211,1.314032,2.860205,0.01978864,0.003963817,-0.9886417,0.1489305
7.700011,5.50728,1.313994,2.859805,0.01755158,0.003599183,-0.9887092,0.1487721
7.750011,5.494348,1.31396,2.859368,0.015322,0.003235764,-0.9887714,0.1486135
7.800012,5.481413,1.313931,2.858893,0.01310056,0.002873668,-0.9888282,0.1484547
7.850012,5.468477,1.313907,2.858382,0.01088844,0.002513089,-0.9888799,0.1482958
7.900012,5.455539,1.313887,2.857835,0.00868619,0.002154116,-0.9889264,0.148137
7.950012,5.442599,1.313873,2.857252,0.00649488,0.001796919,-0.9889677,0.1479781
8.000012,5.429659,1.313865,2.856634,0.004315848,0.001441723,-0.9890039,0.1478194
8.050013,5.416717,1.313862,2.855983,0.002149683,0.00108862,-0.9890351,0.147661
8.100013,5.403774,1.313865,2.855298,-2.458338E-06,0.0007377975,-0.9890614,0.1475028
8.150013,5.390831,1.313874,2.85458,-0.002139048,0.0003895053,-0.9890827,0.1473451
8.200013,5.377888,1.31389,2.85383,-0.004259249,4.388395E-05,-0.9890994,0.147188
8.250013,5.364944,1.313913,2.853049,-0.006361781,-0.000298859,-0.9891113,0.1470314
8.300014,5.352,1.313943,2.852237,-0.008445378,-0.0006385201,-0.9891188,0.1468756
8.350014,5.339057,1.313981,2.851397,-0.01050827,-0.0009748106,-0.9891217,0.1467207
8.400014,5.326116,1.314026,2.850528,-0.01254931,-0.00130754,-0.9891204,0.1465668
8.450014,5.313174,1.31408,2.84963,-0.014567,-0.001636468,-0.9891148,0.1464141
8.500014,5.300234,1.314143,2.848707,-0.01655972,-0.001961324,-0.9891052,0.1462626
8.550014,5.287295,1.314215,2.847758,-0.01852573,-0.002281833,-0.9890918,0.1461126
8.600015,5.274357,1.314296,2.846784,-0.02046319,-0.002597691,-0.9890748,0.1459641
8.650015,5.261422,1.314387,2.845788,-0.02237025,-0.002908594,-0.9890543,0.1458175
8.700015,5.248488,1.31449,2.84477,-0.02424479,-0.003214199,-0.9890305,0.1456728
8.750015,5.235557,1.314603,2.843731,-0.0260847,-0.00351416,-0.9890037,0.1455302
8.800015,5.222629,1.314728,2.842674,-0.02788758,-0.003808087,-0.988974,0.14539
8.850016,5.209704,1.314866,2.8416,-0.02965099,-0.004095579,-0.9889417,0.1452525
8.900016,5.196784,1.315017,2.84051,-0.03137223,-0.004376199,-0.9889072,0.1451177
8.950016,5.183866,1.315181,2.839406,-0.03304861,-0.004649512,-0.9888707,0.144986
9.000016,5.170953,1.31536,2.838291,-0.03467685,-0.004914976,-0.9888324,0.1448577
9.050016,5.158048,1.315555,2.837167,-0.03625337,-0.005172004,-0.9887929,0.1447331
9.100017,5.145148,1.315766,2.836037,-0.0377748,-0.00542006,-0.9887522,0.1446125
9.150017,5.132258,1.315995,2.834902,-0.03923681,-0.005658428,-0.9887109,0.1444962
9.200017,5.11938,1.316242,2.833766,-0.04063523,-0.005886429,-0.9886694,0.1443847
9.250017,5.106514,1.316509,2.832632,-0.04196525,-0.006103276,-0.988628,0.1442784
9.300017,5.093665,1.316796,2.831504,-0.04322159,-0.006308117,-0.9885874,0.1441777
9.350018,5.080836,1.317106,2.830386,-0.0443985,-0.006500003,-0.9885477,0.1440832
9.400018,5.068031,1.31744,2.829283,-0.04548969,-0.006677919,-0.9885097,0.1439954
9.450018,5.055258,1.317798,2.828198,-0.04648827,-0.006840728,-0.9884739,0.1439148
9.500018,5.042525,1.318184,2.827139,-0.04738642,-0.006987171,-0.9884408,0.1438422
9.550018,5.029845,1.318598,2.826112,-0.04817567,-0.007115859,-0.988411,0.1437784
